01-Jan-2017,05:44,0.807
01-Jan-2017,05:45,0.809
01-Jan-2017,05:46,0.811
01-Jan-2017,05:47,0.813
01-Jan-2017,05:48,0.815
01-Jan-2017,05:49,0.817
01-Jan-2017,05:50,0.819
01-Jan-2017,05:51,0.821
01-Jan-2017,05:52,0.823
01-Jan-2017,05:53,0.825
01-Jan-2017,05:54,0.827
01-Jan-2017,05:55,0.829
01-Jan-2017,05:56,0.83
01-Jan-2017,05:57,0.833
01-Jan-2017,05:58,0.834
01-Jan-2017,05:59,0.836
01-Jan-2017,06:00,0.838
01-Jan-2017,06:01,0.84
01-Jan-2017,06:02,0.842
01-Jan-2017,06:03,0.843
01-Jan-2017,06:04,0.845
01-Jan-2017,06:05,0.847
01-Jan-2017,06:06,0.848
01-Jan-2017,06:07,0.85
01-Jan-2017,06:08,0.852
01-Jan-2017,06:09,0.853
01-Jan-2017,06:10,0.855
01-Jan-2017,06:11,0.857
01-Jan-2017,06:12,0.858
01-Jan-2017,06:13,0.86
01-Jan-2017,06:14,0.861
01-Jan-2017,06:15,0.863
01-Jan-2017,06:16,0.865
01-Jan-2017,06:17,0.866
01-Jan-2017,06:18,0.867
01-Jan-2017,06:19,0.869
01-Jan-2017,06:20,0.87
01-Jan-2017,06:21,0.872
01-Jan-2017,06:22,0.873
01-Jan-2017,06:23,0.874
01-Jan-2017,06:24,0.876
01-Jan-2017,06:25,0.877
01-Jan-2017,06:26,0.878
01-Jan-2017,06:27,0.88
01-Jan-2017,06:28,0.881
01-Jan-2017,06:29,0.882
01-Jan-2017,06:30,0.883
01-Jan-2017,06:31,0.885
01-Jan-2017,06:32,0.886
01-Jan-2017,06:33,0.887
01-Jan-2017,06:34,0.888
01-Jan-2017,06:35,0.889
01-Jan-2017,06:36,0.89
01-Jan-2017,06:37,0.891
01-Jan-2017,06:38,0.892
01-Jan-2017,06:39,0.893
01-Jan-2017,06:40,0.894
01-Jan-2017,06:41,0.895
01-Jan-2017,06:42,0.896
01-Jan-2017,06:43,0.897
01-Jan-2017,06:44,0.898
01-Jan-2017,06:45,0.899
01-Jan-2017,06:46,0.9
01-Jan-2017,06:47,0.9
01-Jan-2017,06:48,0.901
01-Jan-2017,06:49,0.902
