01-Jan-2017,00:00,0.399
01-Jan-2017,00:01,0.397
01-Jan-2017,00:02,0.395
01-Jan-2017,00:03,0.392
01-Jan-2017,00:04,0.39
01-Jan-2017,00:05,0.388
01-Jan-2017,00:06,0.386
01-Jan-2017,00:07,0.383
01-Jan-2017,00:08,0.381
01-Jan-2017,00:09,0.379
01-Jan-2017,00:10,0.377
01-Jan-2017,00:11,0.374
01-Jan-2017,00:12,0.372
01-Jan-2017,00:13,0.37
01-Jan-2017,00:14,0.368
01-Jan-2017,00:15,0.366
01-Jan-2017,00:16,0.364
01-Jan-2017,00:17,0.362
01-Jan-2017,00:18,0.36
01-Jan-2017,00:19,0.358
01-Jan-2017,00:20,0.356
01-Jan-2017,00:21,0.354
01-Jan-2017,00:22,0.352
01-Jan-2017,00:23,0.351
01-Jan-2017,00:24,0.349
01-Jan-2017,00:25,0.347
01-Jan-2017,00:26,0.345
01-Jan-2017,00:27,0.344
01-Jan-2017,00:28,0.342
01-Jan-2017,00:29,0.34
01-Jan-2017,00:30,0.338
01-Jan-2017,00:31,0.337
01-Jan-2017,00:32,0.335
01-Jan-2017,00:33,0.334
01-Jan-2017,00:34,0.332
01-Jan-2017,00:35,0.331
01-Jan-2017,00:36,0.329
01-Jan-2017,00:37,0.328
01-Jan-2017,00:38,0.327
01-Jan-2017,00:39,0.325
01-Jan-2017,00:40,0.324
01-Jan-2017,00:41,0.322
01-Jan-2017,00:42,0.321
01-Jan-2017,00:43,0.32
01-Jan-2017,00:44,0.318
01-Jan-2017,00:45,0.317
01-Jan-2017,00:46,0.316
01-Jan-2017,00:47,0.315
01-Jan-2017,00:48,0.314
01-Jan-2017,00:49,0.312
01-Jan-2017,00:50,0.311
01-Jan-2017,00:51,0.31
01-Jan-2017,00:52,0.309
01-Jan-2017,00:53,0.308
01-Jan-2017,00:54,0.307
01-Jan-2017,00:55,0.306
01-Jan-2017,00:56,0.305
01-Jan-2017,00:57,0.304
01-Jan-2017,00:58,0.304
01-Jan-2017,00:59,0.303
01-Jan-2017,01:00,0.302
01-Jan-2017,01:01,0.301
01-Jan-2017,01:02,0.3
01-Jan-2017,01:03,0.3
01-Jan-2017,01:04,0.299
01-Jan-2017,01:05,0.298
01-Jan-2017,01:06,0.298
01-Jan-2017,01:07,0.297
01-Jan-2017,01:08,0.296
01-Jan-2017,01:09,0.296
01-Jan-2017,01:10,0.295
01-Jan-2017,01:11,0.295
01-Jan-2017,01:12,0.294
01-Jan-2017,01:13,0.294
01-Jan-2017,01:14,0.293
01-Jan-2017,01:15,0.293
01-Jan-2017,01:16,0.292
01-Jan-2017,01:17,0.292
01-Jan-2017,01:18,0.292
01-Jan-2017,01:19,0.291
01-Jan-2017,01:20,0.291
01-Jan-2017,01:21,0.291
01-Jan-2017,01:22,0.291
01-Jan-2017,01:23,0.29
01-Jan-2017,01:24,0.29
01-Jan-2017,01:25,0.29
01-Jan-2017,01:26,0.29
01-Jan-2017,01:27,0.29
01-Jan-2017,01:28,0.29
01-Jan-2017,01:29,0.29
01-Jan-2017,01:30,0.29
01-Jan-2017,01:31,0.29
01-Jan-2017,01:32,0.29
01-Jan-2017,01:33,0.29
01-Jan-2017,01:34,0.29
01-Jan-2017,01:35,0.29
01-Jan-2017,01:36,0.291
01-Jan-2017,01:37,0.291
01-Jan-2017,01:38,0.291
01-Jan-2017,01:39,0.291
01-Jan-2017,01:40,0.291
01-Jan-2017,01:41,0.292
01-Jan-2017,01:42,0.292
01-Jan-2017,01:43,0.292
01-Jan-2017,01:44,0.293
01-Jan-2017,01:45,0.293
01-Jan-2017,01:46,0.293
01-Jan-2017,01:47,0.294
01-Jan-2017,01:48,0.295
01-Jan-2017,01:49,0.295
01-Jan-2017,01:50,0.295
01-Jan-2017,01:51,0.296
01-Jan-2017,01:52,0.296
01-Jan-2017,01:53,0.297
01-Jan-2017,01:54,0.298
01-Jan-2017,01:55,0.298
01-Jan-2017,01:56,0.299
01-Jan-2017,01:57,0.3
01-Jan-2017,01:58,0.301
01-Jan-2017,01:59,0.301
01-Jan-2017,02:00,0.302
01-Jan-2017,02:01,0.303
01-Jan-2017,02:02,0.304
01-Jan-2017,02:03,0.305
01-Jan-2017,02:04,0.305
01-Jan-2017,02:05,0.306
01-Jan-2017,02:06,0.307
01-Jan-2017,02:07,0.308
01-Jan-2017,02:08,0.309
01-Jan-2017,02:09,0.31
01-Jan-2017,02:10,0.311
01-Jan-2017,02:11,0.312
01-Jan-2017,02:12,0.313
01-Jan-2017,02:13,0.314
01-Jan-2017,02:14,0.316
01-Jan-2017,02:15,0.316
01-Jan-2017,02:16,0.318
01-Jan-2017,02:17,0.319
01-Jan-2017,02:18,0.32
01-Jan-2017,02:19,0.321
01-Jan-2017,02:20,0.323
01-Jan-2017,02:21,0.324
01-Jan-2017,02:22,0.325
01-Jan-2017,02:23,0.327
01-Jan-2017,02:24,0.328
01-Jan-2017,02:25,0.329
01-Jan-2017,02:26,0.331
01-Jan-2017,02:27,0.332
01-Jan-2017,02:28,0.334
01-Jan-2017,02:29,0.335
01-Jan-2017,02:30,0.337
01-Jan-2017,02:31,0.338
01-Jan-2017,02:32,0.34
01-Jan-2017,02:33,0.341
01-Jan-2017,02:34,0.343
01-Jan-2017,02:35,0.344
01-Jan-2017,02:36,0.346
01-Jan-2017,02:37,0.347
01-Jan-2017,02:38,0.349
01-Jan-2017,02:39,0.351
01-Jan-2017,02:40,0.352
01-Jan-2017,02:41,0.355
01-Jan-2017,02:42,0.356
01-Jan-2017,02:43,0.358
01-Jan-2017,02:44,0.36
01-Jan-2017,02:45,0.361
01-Jan-2017,02:46,0.363
01-Jan-2017,02:47,0.365
01-Jan-2017,02:48,0.367
01-Jan-2017,02:49,0.369
01-Jan-2017,02:50,0.371
01-Jan-2017,02:51,0.373
01-Jan-2017,02:52,0.375
01-Jan-2017,02:53,0.377
01-Jan-2017,02:54,0.378
01-Jan-2017,02:55,0.381
01-Jan-2017,02:56,0.382
01-Jan-2017,02:57,0.384
01-Jan-2017,02:58,0.387
01-Jan-2017,02:59,0.389
01-Jan-2017,03:00,0.391
01-Jan-2017,03:01,0.393
01-Jan-2017,03:02,0.395
01-Jan-2017,03:03,0.397
01-Jan-2017,03:04,0.399
01-Jan-2017,03:05,0.401
01-Jan-2017,03:06,0.403
01-Jan-2017,03:07,0.406
01-Jan-2017,03:08,0.408
01-Jan-2017,03:09,0.41
01-Jan-2017,03:10,0.412
01-Jan-2017,03:11,0.415
01-Jan-2017,03:12,0.417
01-Jan-2017,03:13,0.419
01-Jan-2017,03:14,0.422
01-Jan-2017,03:15,0.424
01-Jan-2017,03:16,0.426
01-Jan-2017,03:17,0.429
01-Jan-2017,03:18,0.431
01-Jan-2017,03:19,0.433
01-Jan-2017,03:20,0.436
01-Jan-2017,03:21,0.438
01-Jan-2017,03:22,0.441
01-Jan-2017,03:23,0.443
01-Jan-2017,03:24,0.445
01-Jan-2017,03:25,0.448
01-Jan-2017,03:26,0.45
01-Jan-2017,03:27,0.453
01-Jan-2017,03:28,0.455
01-Jan-2017,03:29,0.457
01-Jan-2017,03:30,0.46
01-Jan-2017,03:31,0.463
01-Jan-2017,03:32,0.465
01-Jan-2017,03:33,0.468
01-Jan-2017,03:34,0.47
01-Jan-2017,03:35,0.473
01-Jan-2017,03:36,0.475
01-Jan-2017,03:37,0.478
01-Jan-2017,03:38,0.481
01-Jan-2017,03:39,0.483
01-Jan-2017,03:40,0.486
01-Jan-2017,03:41,0.489
01-Jan-2017,03:42,0.491
01-Jan-2017,03:43,0.493
01-Jan-2017,03:44,0.496
01-Jan-2017,03:45,0.499
01-Jan-2017,03:46,0.502
01-Jan-2017,03:47,0.504
01-Jan-2017,03:48,0.507
01-Jan-2017,03:49,0.51
01-Jan-2017,03:50,0.512
01-Jan-2017,03:51,0.515
01-Jan-2017,03:52,0.518
01-Jan-2017,03:53,0.52
01-Jan-2017,03:54,0.523
01-Jan-2017,03:55,0.526
01-Jan-2017,03:56,0.528
01-Jan-2017,03:57,0.531
01-Jan-2017,03:58,0.534
01-Jan-2017,03:59,0.536
01-Jan-2017,04:00,0.539
01-Jan-2017,04:01,0.542
01-Jan-2017,04:02,0.545
01-Jan-2017,04:03,0.548
01-Jan-2017,04:04,0.55
01-Jan-2017,04:05,0.553
01-Jan-2017,04:06,0.556
01-Jan-2017,04:07,0.558
01-Jan-2017,04:08,0.562
01-Jan-2017,04:09,0.564
01-Jan-2017,04:10,0.567
01-Jan-2017,04:11,0.57
01-Jan-2017,04:12,0.572
01-Jan-2017,04:13,0.575
01-Jan-2017,04:14,0.578
01-Jan-2017,04:15,0.581
01-Jan-2017,04:16,0.584
01-Jan-2017,04:17,0.586
01-Jan-2017,04:18,0.589
01-Jan-2017,04:19,0.592
01-Jan-2017,04:20,0.595
01-Jan-2017,04:21,0.597
01-Jan-2017,04:22,0.6
01-Jan-2017,04:23,0.603
01-Jan-2017,04:24,0.606
01-Jan-2017,04:25,0.608
01-Jan-2017,04:26,0.611
01-Jan-2017,04:27,0.614
01-Jan-2017,04:28,0.617
01-Jan-2017,04:29,0.619
01-Jan-2017,04:30,0.622
01-Jan-2017,04:31,0.625
01-Jan-2017,04:32,0.627
01-Jan-2017,04:33,0.631
01-Jan-2017,04:34,0.633
01-Jan-2017,04:35,0.636
01-Jan-2017,04:36,0.639
01-Jan-2017,04:37,0.641
01-Jan-2017,04:38,0.644
01-Jan-2017,04:39,0.647
01-Jan-2017,04:40,0.649
01-Jan-2017,04:41,0.652
01-Jan-2017,04:42,0.655
01-Jan-2017,04:43,0.658
01-Jan-2017,04:44,0.661
01-Jan-2017,04:45,0.663
01-Jan-2017,04:46,0.666
01-Jan-2017,04:47,0.669
01-Jan-2017,04:48,0.671
01-Jan-2017,04:49,0.674
01-Jan-2017,04:50,0.677
01-Jan-2017,04:51,0.679
01-Jan-2017,04:52,0.682
01-Jan-2017,04:53,0.685
01-Jan-2017,04:54,0.687
01-Jan-2017,04:55,0.69
01-Jan-2017,04:56,0.692
01-Jan-2017,04:57,0.695
01-Jan-2017,04:58,0.698
01-Jan-2017,04:59,0.7
01-Jan-2017,05:00,0.703
01-Jan-2017,05:01,0.706
01-Jan-2017,05:02,0.708
01-Jan-2017,05:03,0.711
01-Jan-2017,05:04,0.713
01-Jan-2017,05:05,0.716
01-Jan-2017,05:06,0.718
01-Jan-2017,05:07,0.721
01-Jan-2017,05:08,0.724
01-Jan-2017,05:09,0.726
01-Jan-2017,05:10,0.728
01-Jan-2017,05:11,0.731
01-Jan-2017,05:12,0.734
01-Jan-2017,05:13,0.736
01-Jan-2017,05:14,0.739
01-Jan-2017,05:15,0.741
01-Jan-2017,05:16,0.744
01-Jan-2017,05:17,0.746
01-Jan-2017,05:18,0.748
01-Jan-2017,05:19,0.751
01-Jan-2017,05:20,0.753
01-Jan-2017,05:21,0.755
01-Jan-2017,05:22,0.758
01-Jan-2017,05:23,0.76
01-Jan-2017,05:24,0.763
01-Jan-2017,05:25,0.765
01-Jan-2017,05:26,0.767
01-Jan-2017,05:27,0.77
01-Jan-2017,05:28,0.772
01-Jan-2017,05:29,0.774
01-Jan-2017,05:30,0.777
01-Jan-2017,05:31,0.779
01-Jan-2017,05:32,0.781
01-Jan-2017,05:33,0.783
01-Jan-2017,05:34,0.785
01-Jan-2017,05:35,0.788
01-Jan-2017,05:36,0.79
01-Jan-2017,05:37,0.792
01-Jan-2017,05:38,0.794
01-Jan-2017,05:39,0.796
01-Jan-2017,05:40,0.798
01-Jan-2017,05:41,0.801
01-Jan-2017,05:42,0.803
01-Jan-2017,05:43,0.805
